Filename PupX PupY PupR PupQ IriX IriY IriR IriQ PuEX PuEY PuEA PuEB PuET PuEQ IrEX IrEY IrEA IrEB IrET IrEQ OPrUpA OPrUpX OPrUpY OPrUpQ 
2590(r-1-3)110707-115400_e_01_0005.bmp 320 242 47 100 324 242 98 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 330 165 40 
2590(r-1-3)110707-115400_e_01_0006.bmp 318 242 46 100 323 242 96 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 168 42 
2590(r-1-3)110707-115400_e_01_0007.bmp 321 242 46 100 325 242 97 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 332 170 40 
2590(r-1-3)110707-115400_e_01_0008.bmp 319 243 41 100 323 243 98 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 189 39 
2590(r-1-3)110707-115400_e_01_0009.bmp 318 242 46 100 322 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 164 44 
2590(r-1-3)110707-115400_e_01_0010.bmp 319 244 47 100 323 244 101 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 171 38 
2591(r-1-3)110707-115400_e_00_0000.bmp 320 241 57 96 317 241 108 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 317 157 28 
2591(r-1-3)110707-115400_e_00_0001.bmp 320 241 58 93 317 241 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 180 34 
2591(r-1-3)110707-115400_e_00_0002.bmp 320 243 58 94 319 243 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 320 161 33 
2591(r-1-3)110707-115400_e_00_0003.bmp 314 187 59 49 310 187 111 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 190 1 
2591(r-1-3)110707-115400_e_00_0004.bmp 321 242 59 97 319 242 111 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 338 153 22 
2591(r-1-3)110707-115400_e_00_0005.bmp 318 242 58 97 316 242 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 309 163 23 
2591(r-1-3)110707-115400_e_00_0006.bmp 320 243 61 89 317 243 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 168 33 
2591(r-1-3)110707-115400_e_00_0007.bmp 319 243 68 55 317 243 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 166 34 
2591(r-1-3)110707-115400_e_00_0008.bmp 319 243 60 96 318 243 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 168 34 
2591(r-1-3)110707-115400_e_00_0009.bmp 319 242 65 90 315 242 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 163 30 
2591(r-1-3)110707-115400_e_01_0000.bmp 319 243 55 88 322 243 110 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 170 32 
2591(r-1-3)110707-115400_e_01_0001.bmp 319 243 58 95 321 243 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 165 35 
2591(r-1-3)110707-115400_e_01_0002.bmp 319 243 61 85 320 243 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 312 172 24 
2591(r-1-3)110707-115400_e_01_0003.bmp 319 243 59 96 321 243 113 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 163 39 
2591(r-1-3)110707-115400_e_01_0004.bmp 319 242 59 90 321 242 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 313 167 27 
2591(r-1-3)110707-115400_e_01_0005.bmp 319 242 58 98 321 242 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 163 28 
2591(r-1-3)110707-115400_e_01_0006.bmp 319 242 58 97 321 242 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 170 32 
2591(r-1-3)110707-115400_e_01_0007.bmp 318 242 65 77 320 242 115 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 356 166 27 
2591(r-1-3)110707-115400_e_01_0008.bmp 321 243 63 87 324 243 117 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 360 168 32 
2591(r-1-3)110707-115400_e_01_0009.bmp 320 243 62 95 322 243 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 169 25 
2593(r-1-3)110707-115400_e_00_0000.bmp 318 244 53 78 314 244 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 180 28 
2593(r-1-3)110707-115400_e_00_0001.bmp 319 241 45 100 312 241 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 296 187 48 
2593(r-1-3)110707-115400_e_00_0002.bmp 319 242 44 100 315 242 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 308 177 37 
2593(r-1-3)110707-115400_e_00_0003.bmp 319 242 46 90 313 242 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 180 37 
2593(r-1-3)110707-115400_e_00_0004.bmp 317 243 50 100 312 243 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 304 186 35 
2593(r-1-3)110707-115400_e_00_0005.bmp 318 242 43 100 314 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 181 35 
2593(r-1-3)110707-115400_e_00_0006.bmp 318 241 47 96 313 241 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 185 33 
2593(r-1-3)110707-115400_e_00_0007.bmp 318 242 45 100 313 242 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 178 36 
2593(r-1-3)110707-115400_e_01_0000.bmp 320 243 56 81 324 243 124 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 181 37 
2593(r-1-3)110707-115400_e_01_0001.bmp 319 242 50 100 326 242 121 76 0 0 0 0 0 0 0 0 0 0 0 0 2097 336 184 38 
2593(r-1-3)110707-115400_e_01_0002.bmp 319 242 49 100 325 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 308 188 30 
2593(r-1-3)110707-115400_e_01_0003.bmp 319 241 54 84 322 241 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 185 35 
2593(r-1-3)110707-115400_e_01_0004.bmp 319 242 54 79 322 242 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 188 25 
2593(r-1-3)110707-115400_e_01_0005.bmp 319 242 49 100 325 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 334 184 31 
2593(r-1-3)110707-115400_e_01_0006.bmp 318 240 53 79 322 240 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 184 35 
2593(r-1-3)110707-115400_e_01_0007.bmp 319 243 50 100 324 243 119 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 291 187 30 
2594(r-1-3)110707-115400_e_00_0000.bmp 319 244 45 100 320 244 110 78 0 0 0 0 0 0 0 0 0 0 0 0 2097 303 190 41 
2594(r-1-3)110707-115400_e_00_0001.bmp 319 243 47 100 319 243 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 302 193 39 
2594(r-1-3)110707-115400_e_00_0002.bmp 319 240 48 100 319 240 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 303 186 42 
2594(r-1-3)110707-115400_e_00_0003.bmp 316 242 43 90 316 242 106 78 0 0 0 0 0 0 0 0 0 0 0 0 2097 299 182 34 
2594(r-1-3)110707-115400_e_00_0004.bmp 320 241 60 55 318 241 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 301 186 27 
2594(r-1-3)110707-115400_e_00_0005.bmp 325 246 54 89 325 246 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 299 180 41 
2594(r-1-3)110707-115400_e_00_0006.bmp 322 241 54 75 321 241 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 305 168 43 
2594(r-1-3)110707-115400_e_00_0007.bmp 319 242 57 89 319 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 302 177 40 
2594(r-1-3)110707-115400_e_00_0008.bmp 302 211 57 45 301 211 119 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 173 1 
2594(r-1-3)110707-115400_e_00_0009.bmp 319 241 59 56 317 241 121 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 284 186 31 
2594(r-1-3)110707-115400_e_00_0010.bmp 317 243 57 88 317 243 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 301 179 44 
2594(r-1-3)110707-115400_e_00_0011.bmp 320 243 59 88 320 243 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 303 176 41 
2594(r-1-3)110707-115400_e_01_0000.bmp 319 243 54 92 320 243 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 329 182 34 
2594(r-1-3)110707-115400_e_01_0001.bmp 319 243 53 87 321 243 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 186 40 
2594(r-1-3)110707-115400_e_01_0002.bmp 319 242 57 82 319 242 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 320 183 37 
2594(r-1-3)110707-115400_e_01_0003.bmp 320 242 55 90 321 242 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 180 45 
2594(r-1-3)110707-115400_e_01_0004.bmp 320 243 63 90 321 243 125 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 168 30 
2594(r-1-3)110707-115400_e_01_0005.bmp 318 243 61 89 318 243 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 170 41 
2594(r-1-3)110707-115400_e_01_0006.bmp 319 243 62 84 319 243 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 328 167 45 
2594(r-1-3)110707-115400_e_01_0007.bmp 315 241 65 79 316 241 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 169 37 
2594(r-1-3)110707-115400_e_01_0008.bmp 317 242 65 98 319 242 123 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 355 155 30 
2594(r-1-3)110707-115400_e_01_0009.bmp 319 242 66 65 319 242 124 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 337 180 23 
2594(r-1-3)110707-115400_e_01_0010.bmp 319 243 66 91 320 243 124 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 320 170 36 
2594(r-1-3)110707-115400_e_01_0011.bmp 319 243 65 88 320 243 125 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 321 167 36 
2595(r-1-3)110707-115400_e_00_0000.bmp 323 240 48 100 319 240 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 303 173 38 
2595(r-1-3)110707-115400_e_00_0001.bmp 319 243 52 78 315 243 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 299 170 25 
2595(r-1-3)110707-115400_e_00_0002.bmp 319 241 52 73 314 241 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 298 155 27 
2595(r-1-3)110707-115400_e_00_0003.bmp 320 242 50 100 316 242 116 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 316 153 24 
2595(r-1-3)110707-115400_e_00_0004.bmp 319 242 49 100 313 242 116 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 207 161 25 
2595(r-1-3)110707-115400_e_00_0005.bmp 319 242 53 91 315 242 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 299 148 26 
2595(r-1-3)110707-115400_e_00_0006.bmp 318 242 56 81 314 242 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 307 147 23 
2595(r-1-3)110707-115400_e_00_0007.bmp 320 242 46 100 314 242 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 297 152 26 
2595(r-1-3)110707-115400_e_00_0008.bmp 319 243 50 100 314 243 120 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 314 149 24 
2595(r-1-3)110707-115400_e_00_0009.bmp 318 243 56 81 315 243 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 299 166 28 
2595(r-1-3)110707-115400_e_00_0010.bmp 320 240 54 87 315 240 121 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 299 151 27 
2595(r-1-3)110707-115400_e_01_0000.bmp 313 242 49 100 317 242 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 336 168 48 
2595(r-1-3)110707-115400_e_01_0001.bmp 319 245 48 96 324 245 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 343 167 40 
2595(r-1-3)110707-115400_e_01_0002.bmp 315 242 60 73 319 242 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 337 158 37 
2595(r-1-3)110707-115400_e_01_0003.bmp 318 242 55 90 322 242 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 150 28 
2595(r-1-3)110707-115400_e_01_0004.bmp 319 244 55 86 324 244 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 334 147 34 
2595(r-1-3)110707-115400_e_01_0005.bmp 319 241 56 78 323 241 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 341 150 26 
2595(r-1-3)110707-115400_e_01_0006.bmp 319 243 59 92 324 243 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 334 144 23 
2595(r-1-3)110707-115400_e_01_0007.bmp 319 242 48 100 323 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 341 157 31 
2595(r-1-3)110707-115400_e_01_0008.bmp 318 243 53 90 323 243 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 341 154 30 
2595(r-1-3)110707-115400_e_01_0009.bmp 318 242 56 97 321 242 123 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 340 163 44 
2595(r-1-3)110707-115400_e_01_0010.bmp 320 242 55 90 324 242 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 157 40 
2596(r-1-3)110707-115400_e_00_0000.bmp 317 241 39 96 312 241 97 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 313 169 32 
2596(r-1-3)110707-115400_e_00_0001.bmp 320 244 47 100 316 244 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 309 155 41 
2596(r-1-3)110707-115400_e_00_0002.bmp 319 241 52 75 315 241 124 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 298 152 33 
2596(r-1-3)110707-115400_e_00_0003.bmp 318 241 54 93 313 241 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 296 163 35 
2596(r-1-3)110707-115400_e_00_0004.bmp 317 244 48 100 313 244 123 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 297 160 31 
2596(r-1-3)110707-115400_e_00_0005.bmp 319 243 48 100 314 243 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 307 157 34 
2596(r-1-3)110707-115400_e_00_0006.bmp 319 242 55 83 314 242 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 307 157 33 
2596(r-1-3)110707-115400_e_00_0007.bmp 320 244 48 93 315 244 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 308 156 38 
2596(r-1-3)110707-115400_e_00_0008.bmp 318 245 47 100 314 245 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 160 38 
2596(r-1-3)110707-115400_e_00_0009.bmp 318 243 48 100 314 243 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 298 160 37 
2596(r-1-3)110707-115400_e_00_0010.bmp 319 243 48 100 316 243 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 300 158 43 
2596(r-1-3)110707-115400_e_01_0000.bmp 319 242 38 100 323 242 96 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 335 160 38 
2596(r-1-3)110707-115400_e_01_0001.bmp 319 242 54 97 324 242 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 343 139 40 
2596(r-1-3)110707-115400_e_01_0002.bmp 315 243 55 96 320 243 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 329 138 47 
2596(r-1-3)110707-115400_e_01_0003.bmp 319 243 50 100 325 243 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 334 147 57 
2596(r-1-3)110707-115400_e_01_0004.bmp 319 244 48 100 325 244 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 335 147 58 
2596(r-1-3)110707-115400_e_01_0005.bmp 318 244 50 100 323 244 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 148 56 
2596(r-1-3)110707-115400_e_01_0006.bmp 319 245 49 100 324 245 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 343 142 44 
2596(r-1-3)110707-115400_e_01_0007.bmp 321 243 52 97 327 243 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 336 144 51 
2596(r-1-3)110707-115400_e_01_0008.bmp 320 239 46 100 326 239 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 335 140 52 
2596(r-1-3)110707-115400_e_01_0009.bmp 320 242 46 100 325 242 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 334 146 40 
2596(r-1-3)110707-115400_e_01_0010.bmp 319 243 49 100 325 243 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 335 147 43 
2597(r-1-3)110707-115400_e_00_0000.bmp 318 242 60 70 315 242 115 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 316 163 28 
2597(r-1-3)110707-115400_e_00_0001.bmp 318 242 64 68 317 242 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 336 156 36 
2597(r-1-3)110707-115400_e_00_0002.bmp 322 242 63 63 322 242 123 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 159 32 
2597(r-1-3)110707-115400_e_00_0003.bmp 320 242 68 64 318 242 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 328 158 33 
2597(r-1-3)110707-115400_e_00_0004.bmp 318 243 65 62 317 243 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 327 164 34 
2597(r-1-3)110707-115400_e_00_0005.bmp 320 244 68 77 318 244 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 336 161 34 
2597(r-1-3)110707-115400_e_00_0006.bmp 320 238 72 71 319 238 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 346 153 29 
2597(r-1-3)110707-115400_e_00_0007.bmp 319 241 63 57 319 241 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 337 154 30 
2597(r-1-3)110707-115400_e_00_0008.bmp 320 243 67 80 319 243 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 338 158 33 
2597(r-1-3)110707-115400_e_00_0009.bmp 319 242 62 73 319 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 337 147 29 
2597(r-1-3)110707-115400_e_00_0010.bmp 319 242 68 77 319 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 346 128 25 
2597(r-1-3)110707-115400_e_01_0000.bmp 320 241 64 77 324 241 117 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 291 147 39 
2597(r-1-3)110707-115400_e_01_0001.bmp 320 240 71 69 323 240 123 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 290 138 39 
2597(r-1-3)110707-115400_e_01_0002.bmp 318 241 72 75 322 241 123 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 153 1 
2597(r-1-3)110707-115400_e_01_0003.bmp 319 242 73 68 323 242 121 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 152 1 
2597(r-1-3)110707-115400_e_01_0004.bmp 319 243 71 70 323 243 121 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 272 143 38 
2597(r-1-3)110707-115400_e_01_0005.bmp 318 242 74 71 322 242 118 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 153 1 
2597(r-1-3)110707-115400_e_01_0006.bmp 320 243 75 72 325 243 122 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 273 140 39 
2597(r-1-3)110707-115400_e_01_0007.bmp 318 242 72 73 322 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 270 137 35 
2597(r-1-3)110707-115400_e_01_0008.bmp 319 240 74 64 323 240 121 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 254 139 38 
2597(r-1-3)110707-115400_e_01_0009.bmp 319 242 71 72 324 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 272 133 31 
2597(r-1-3)110707-115400_e_01_0010.bmp 319 239 73 78 322 239 120 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 270 132 33 
2598(r-1-3)110707-115400_e_00_0000.bmp 320 241 54 61 318 241 101 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 390 166 46 
2598(r-1-3)110707-115400_e_00_0001.bmp 319 244 59 52 317 244 112 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 370 175 58 
2598(r-1-3)110707-115400_e_00_0002.bmp 320 244 57 57 316 244 108 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 387 176 48 
2598(r-1-3)110707-115400_e_00_0003.bmp 319 242 58 65 316 242 108 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 369 167 54 
2598(r-1-3)110707-115400_e_00_0004.bmp 319 243 55 64 315 243 107 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 369 164 51 
2598(r-1-3)110707-115400_e_01_0000.bmp 320 240 53 59 323 240 101 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 272 182 50 
2598(r-1-3)110707-115400_e_01_0001.bmp 320 241 61 64 324 241 113 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 273 173 52 
2598(r-1-3)110707-115400_e_01_0002.bmp 319 242 60 74 322 242 110 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 288 174 54 
2598(r-1-3)110707-115400_e_01_0003.bmp 319 242 61 70 322 242 109 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 289 165 40 
2598(r-1-3)110707-115400_e_01_0004.bmp 320 243 57 63 322 243 109 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 289 166 52 
2599(r-1-3)110707-115400_e_00_0000.bmp 320 242 35 95 319 242 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 319 166 23 
2599(r-1-3)110707-115400_e_00_0001.bmp 319 244 34 100 315 244 110 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 169 24 
2599(r-1-3)110707-115400_e_00_0002.bmp 319 240 31 84 316 240 103 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 300 174 27 
2599(r-1-3)110707-115400_e_00_0003.bmp 318 242 37 100 316 242 109 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 352 167 28 
2599(r-1-3)110707-115400_e_00_0004.bmp 315 239 35 100 312 239 105 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 296 175 26 
2599(r-1-3)110707-115400_e_00_0005.bmp 325 236 34 100 322 236 108 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 305 172 28 
2599(r-1-3)110707-115400_e_00_0006.bmp 317 246 39 100 315 246 112 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 304 177 26 
2599(r-1-3)110707-115400_e_00_0007.bmp 317 245 39 100 314 245 106 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 314 169 25 
2599(r-1-3)110707-115400_e_00_0008.bmp 321 242 43 100 319 242 110 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 319 177 30 
2599(r-1-3)110707-115400_e_00_0009.bmp 320 246 40 100 317 246 110 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 442 173 22 
2599(r-1-3)110707-115400_e_01_0000.bmp 320 242 39 100 322 242 101 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 341 163 23 
2599(r-1-3)110707-115400_e_01_0001.bmp 319 244 39 100 322 244 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 154 24 
2599(r-1-3)110707-115400_e_01_0002.bmp 319 243 35 100 322 243 104 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 317 158 16 
2599(r-1-3)110707-115400_e_01_0003.bmp 319 244 39 100 322 244 108 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 375 150 17 
2599(r-1-3)110707-115400_e_01_0004.bmp 319 243 38 100 321 243 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 340 173 35 
2599(r-1-3)110707-115400_e_01_0005.bmp 318 242 40 100 321 242 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 172 34 
2599(r-1-3)110707-115400_e_01_0006.bmp 318 243 42 100 320 243 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 329 168 25 
2599(r-1-3)110707-115400_e_01_0007.bmp 318 244 41 100 321 244 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 173 31 
2599(r-1-3)110707-115400_e_01_0008.bmp 318 245 45 100 320 245 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 338 168 28 
2599(r-1-3)110707-115400_e_01_0009.bmp 319 242 48 100 320 242 110 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 168 1 
2600(r-1-3)110707-115400_e_00_0000.bmp 319 242 45 92 315 242 94 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 187 27 
2600(r-1-3)110707-115400_e_00_0001.bmp 317 243 46 100 314 243 94 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 152 1 
2600(r-1-3)110707-115400_e_00_0002.bmp 320 240 45 100 314 240 94 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 150 1 
2600(r-1-3)110707-115400_e_00_0003.bmp 319 242 46 93 315 242 95 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 305 174 24 
2600(r-1-3)110707-115400_e_00_0004.bmp 318 240 47 93 313 240 95 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 303 172 27 
2600(r-1-3)110707-115400_e_00_0005.bmp 320 243 46 96 316 243 95 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 388 169 29 
2600(r-1-3)110707-115400_e_00_0006.bmp 318 242 46 92 314 242 98 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 152 1 
2600(r-1-3)110707-115400_e_00_0007.bmp 318 242 49 90 314 242 96 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 167 21 
2600(r-1-3)110707-115400_e_00_0008.bmp 319 241 50 90 314 241 97 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 310 171 25 
2600(r-1-3)110707-115400_e_00_0009.bmp 318 243 48 85 313 243 97 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 385 171 29 
2600(r-1-3)110707-115400_e_01_0000.bmp 320 242 49 85 323 242 96 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 179 1 
2600(r-1-3)110707-115400_e_01_0001.bmp 320 241 53 58 325 241 95 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 184 1 
2600(r-1-3)110707-115400_e_01_0002.bmp 321 241 49 85 325 241 95 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 178 1 
2600(r-1-3)110707-115400_e_01_0003.bmp 320 240 54 56 325 240 96 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 183 1 
2600(r-1-3)110707-115400_e_01_0004.bmp 319 242 53 56 325 242 98 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 432 168 21 
2600(r-1-3)110707-115400_e_01_0005.bmp 320 243 50 85 325 243 98 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 181 1 
2600(r-1-3)110707-115400_e_01_0006.bmp 319 239 53 58 325 239 99 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 184 21 
2600(r-1-3)110707-115400_e_01_0007.bmp 319 240 56 55 324 240 98 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 301 187 25 
2600(r-1-3)110707-115400_e_01_0008.bmp 319 241 55 56 324 241 98 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 181 1 
2600(r-1-3)110707-115400_e_01_0009.bmp 320 239 55 52 325 239 98 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 302 188 24 
2601(r-1-3)110707-115400_e_00_0000.bmp 320 242 44 100 316 242 113 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 317 157 27 
